type_instance,instance,m,n,ov_mincost,st_mincost,ov_bestfit,st_bestfit,ov_mt,st_mt,ov_mincost_relocate,st_mincost_relocate,ov_mincost_swap,st_mincost_swap,ov_bestfit_relocate,st_bestfit_relocate,ov_bestfit_swap,st_bestfit_swap,ov_mt_relocate,st_mt_relocate,ov_mt_swap,st_mt_swap,ov_mincost_relocate_swap,st_mincost_relocate_swap,ov_mincost_swap_relocate,st_mincost_swap_relocate,ov_bestfit_relocate_swap,st_bestfit_relocate_swap,ov_bestfit_swap_relocate,st_bestfit_swap_relocate,ov_mt_relocate_swap,st_mt_relocate_swap,ov_mt_swap_relocate,st_mt_swap_relocate
r,real_instance,310,1100,788.2,0.00326436,10691.1,0.094364,768.9,0.00686994,788.2,0.0622573,726.4,62.0202,789.9,80.1344,1310.7,599.873,768.9,0.0595409,715.3,48.0939,716.6,62.2436,716.4,72.3646,723.2,128.892,736.7,994.959,713.8,50.1151,710,55.6406
